Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color,Range (KM),Charging Time (Min),Efficiency (kWh/100km),CO2 Saved (Tons),Avg Customer Rating,Warranty (Years),Number of Recalls,Software Version,Autopilot Enabled,Total Miles Driven,Update Frequency (Per Year),Battery Replacement Rate,Service Visits (Per Year),Resale Value (%)
2020,Q1,South America,Model X,991,68297.91,33,Long Range,RWD,Blue,639,70,18.63,1522.91,4.99,4,3,2020.5,False,1903239,7,0.0502,1.81,68.09
2019,Q2,Asia,Model S,2867,91837.92,49,Performance,AWD,Blue,366,41,22.13,1599.75,4.11,8,2,2023.8,True,4133958,3,0.0673,2.33,76.25
2013,Q2,South America,Model 3,2009,110058.93,25,Standard,AWD,Silver,406,38,15.25,2859.69,4.05,6,0,2021.4,False,3549613,10,0.0501,1.17,80.8
2024,Q1,Australia,Cybertruck,591,99472.04,40,Long Range,RWD,Red,365,82,18.13,343.76,3.55,8,1,2024.11,False,3802458,10,0.0758,1.52,65.89
2012,Q2,Asia,Cybertruck,2927,74307.41,27,Long Range,RWD,Green,697,30,23.42,6601.21,4.43,8,1,2024.1,True,1686639,3,0.088,1.61,84.58
2015,Q4,Asia,Model 3,727,71381.92,47,Performance,RWD,Green,669,62,22.94,1742.13,4.99,4,2,2024.4,True,1776907,4,0.0975,0.57,78.79
2017,Q4,North America,Semi,2853,48133.78,39,Performance,AWD,Red,535,40,15.48,6630.83,3.56,5,3,2023.4,True,278935,11,0.084,0.83,67.38
2018,Q3,Asia,Model S,2055,37494.89,38,Performance,AWD,White,490,81,22.54,1274.6,3.77,8,1,2021.1,True,1324480,12,0.0648,0.93,76.75
2017,Q1,North America,Model X,1098,52040.62,42,Performance,AWD,Green,369,78,24.96,2425.09,4.9,5,0,2022.9,True,372903,11,0.0314,2.44,87.29
2017,Q3,South America,Model X,3722,53488.73,33,Long Range,RWD,Blue,657,58,23.62,6229.98,4.29,5,2,2022.11,False,2085601,10,0.0847,1.25,62.54
2014,Q4,Europe,Semi,1588,99998.54,55,Standard,RWD,White,417,67,17.26,3832.44,4.26,5,2,2022.11,False,3613171,10,0.0805,1.82,62.38
2017,Q1,Europe,Model S,4254,45534.35,27,Performance,RWD,White,484,77,19.02,5425.39,4.51,6,0,2022.9,False,1065769,7,0.0763,1.52,64.09
2016,Q3,Australia,Semi,2429,38491.04,58,Long Range,AWD,Blue,561,68,24.16,2898.62,4.03,5,2,2022.9,True,620119,10,0.0781,0.77,64.58
2019,Q3,Asia,Model Y,3752,88344.76,59,Long Range,RWD,White,644,85,15.16,4006.17,4.56,5,1,2024.8,True,2519761,11,0.0831,1.0,77.88
2021,Q1,North America,Model Y,558,95409.06,55,Long Range,RWD,Silver,495,65,22.99,914.22,4.61,8,2,2020.7,False,1212093,5,0.071,1.18,72.65
2019,Q1,Europe,Model X,3032,84820.49,21,Standard,AWD,Blue,570,58,16.16,5968.42,3.53,6,0,2021.3,False,1337531,12,0.0534,1.22,84.16
2016,Q3,North America,Semi,1704,58485.93,31,Performance,AWD,Red,523,48,24.52,1998.42,3.86,6,2,2022.10,False,3149515,8,0.0821,2.42,72.72
2020,Q2,Europe,Model X,4012,94445.22,55,Long Range,RWD,Silver,377,65,22.84,6922.8,4.64,6,0,2020.9,False,526268,6,0.0281,1.45,71.12
2017,Q4,South America,Model X,1349,42946.63,45,Performance,RWD,Silver,468,44,17.69,1709.76,3.57,5,0,2023.1,False,305049,3,0.013,1.24,82.87
2015,Q1,North America,Model S,3076,106503.62,11,Standard,AWD,Blue,495,33,13.4,5894.62,4.53,5,1,2024.7,True,4292410,11,0.0138,2.32,79.97
2015,Q4,South America,Model 3,564,82565.8,39,Standard,RWD,White,580,63,14.19,1134.68,4.66,8,3,2021.12,False,1233423,2,0.0589,1.1,80.98
2014,Q3,Europe,Semi,3365,71972.01,30,Long Range,AWD,Green,561,49,16.3,1884.31,4.19,5,1,2023.10,False,3509676,5,0.0498,2.07,69.82
2013,Q4,Australia,Model X,2283,86797.63,10,Long Range,RWD,Silver,578,72,14.06,5398.22,3.89,5,2,2021.2,False,2870599,8,0.0463,1.81,65.88
2016,Q1,Europe,Semi,3153,102340.29,37,Standard,RWD,White,651,54,17.69,5786.84,4.71,4,0,2024.3,True,4936355,4,0.0319,2.04,78.9
2022,Q2,Asia,Model Y,4639,76704.85,11,Standard,AWD,Blue,456,44,18.83,7496.6,3.9,8,0,2021.9,False,4226690,6,0.0736,2.48,88.91
2019,Q2,North America,Model X,2750,62867.93,24,Performance,RWD,Green,580,72,17.79,5881.95,4.87,6,3,2024.7,True,553922,7,0.0404,2.2,63.95
2018,Q4,Australia,Model X,2142,114954.33,16,Standard,RWD,Black,434,59,13.44,2832.1,3.88,8,2,2021.5,False,1589578,2,0.0155,0.8,89.42
2020,Q4,Australia,Model X,3784,95805.5,55,Long Range,AWD,Red,477,50,13.99,6239.35,4.36,6,0,2022.7,False,949612,5,0.0301,2.26,76.42
2012,Q1,Asia,Model 3,1570,105801.23,45,Performance,RWD,Blue,560,75,24.94,1369.56,4.23,4,2,2021.4,True,4696682,3,0.0101,0.58,89.45
2024,Q1,Australia,Model S,362,65908.58,8,Performance,AWD,Silver,486,52,18.51,788.14,4.67,6,3,2022.10,True,2899717,4,0.0526,1.91,70.54
2021,Q4,North America,Model S,2425,53323.35,57,Performance,AWD,Red,509,90,23.41,4255.93,4.22,6,0,2021.1,False,744334,2,0.0636,0.81,86.68
2014,Q1,Australia,Cybertruck,4864,73740.82,21,Standard,RWD,Red,494,58,15.87,10548.78,3.57,5,0,2024.3,False,2465619,5,0.082,0.86,72.75
2017,Q4,North America,Model 3,1865,52105.94,5,Long Range,RWD,White,611,31,18.02,1475.39,4.18,6,2,2021.7,False,1264723,2,0.0707,1.31,86.75
2023,Q1,Europe,Model Y,2622,44582.44,0,Long Range,RWD,Silver,599,32,18.12,1325.37,4.19,4,0,2021.2,True,3313436,9,0.0883,1.7,84.31
2015,Q3,Europe,Cybertruck,1931,99620.46,58,Standard,AWD,Green,539,47,19.36,3800.5,4.55,4,3,2022.8,True,3810793,11,0.0367,0.79,63.25
2020,Q2,North America,Model 3,2273,50014.19,43,Long Range,RWD,Green,620,80,17.01,5359.07,4.0,4,0,2021.12,True,2655062,3,0.0871,1.8,61.94
2023,Q3,South America,Cybertruck,318,101219.92,6,Standard,AWD,Black,495,55,22.3,619.09,3.84,8,1,2021.1,False,4143258,7,0.073,0.89,81.02
2012,Q1,South America,Cybertruck,2358,45159.03,49,Long Range,AWD,Blue,579,32,20.68,1870.94,4.68,4,2,2023.1,True,1642968,7,0.0733,2.25,65.09
2022,Q2,Europe,Semi,4681,98312.25,5,Long Range,RWD,Blue,620,36,18.45,8005.73,4.06,6,0,2023.12,True,4821145,5,0.0127,1.9,89.43
2022,Q3,Asia,Cybertruck,737,100828.42,38,Performance,AWD,Black,683,34,18.86,680.81,4.83,6,3,2020.9,False,2616393,2,0.0447,1.91,84.04
2016,Q3,Europe,Semi,2786,83529.38,59,Long Range,RWD,Red,689,61,23.23,6911.9,4.8,4,2,2023.3,True,4034037,10,0.0893,1.14,64.42
2023,Q2,Australia,Model S,4809,91239.23,10,Long Range,AWD,Black,673,72,17.6,9518.13,4.94,4,3,2024.1,True,321371,11,0.0898,2.08,73.08
2012,Q1,South America,Model X,4733,35296.49,35,Standard,RWD,Red,375,85,15.36,3653.25,4.54,5,0,2022.11,False,4000192,9,0.0866,2.07,62.54
2022,Q4,Europe,Semi,3209,78054.24,56,Standard,AWD,Silver,521,57,20.77,6565.03,4.4,8,2,2023.1,False,3871502,5,0.0672,2.42,70.86
2023,Q1,South America,Model 3,1273,38138.1,55,Standard,AWD,White,555,45,23.27,2493.38,4.35,8,2,2024.11,True,3050322,2,0.0144,1.21,72.73
2023,Q3,South America,Model Y,3923,51076.62,34,Standard,AWD,Green,407,61,21.72,4018.25,4.17,6,3,2023.10,True,3235795,11,0.0936,1.83,88.35
2022,Q3,Europe,Cybertruck,1976,66691.72,38,Performance,RWD,Red,440,52,14.74,1130.65,3.62,5,0,2023.5,False,4948027,3,0.0234,2.12,63.36
2013,Q4,South America,Cybertruck,1599,52919.6,15,Performance,AWD,Black,671,34,15.94,2574.75,4.34,4,2,2023.9,True,4425162,9,0.0437,0.97,85.29
2014,Q4,Europe,Model S,1162,85848.95,17,Performance,RWD,White,595,62,14.49,1013.95,3.74,5,2,2022.2,False,2035740,11,0.0976,2.1,64.12
2015,Q1,Australia,Semi,3819,78408.07,21,Standard,AWD,Silver,683,47,21.23,8104.81,4.16,4,2,2022.8,False,4147636,11,0.0171,1.1,62.22
2014,Q3,Europe,Model X,2665,52543.65,15,Performance,AWD,Red,519,61,17.22,5900.57,3.71,8,1,2020.10,False,4424908,2,0.076,0.88,77.75
2017,Q4,Asia,Model Y,1577,109975.14,16,Standard,AWD,Silver,401,56,19.43,3595.28,4.69,4,2,2022.1,False,4903569,6,0.0305,2.35,79.3
2016,Q3,North America,Model S,602,36329.53,9,Long Range,RWD,White,668,42,17.19,1314.16,3.73,4,0,2024.2,False,1053149,5,0.0963,2.03,85.88
2021,Q2,Asia,Model Y,2679,52861.66,19,Performance,AWD,Red,395,50,21.6,1540.87,3.78,8,2,2023.1,True,3556410,6,0.0857,2.26,64.84
2014,Q3,Asia,Model X,2375,70379.2,10,Standard,AWD,Red,468,51,21.51,4954.47,4.43,5,1,2021.10,False,133269,9,0.0853,0.67,73.34
2022,Q3,Europe,Model X,3203,67557.12,3,Performance,RWD,White,591,73,13.6,5842.22,4.13,5,0,2020.8,False,1008954,8,0.0271,0.77,67.79
2024,Q1,Europe,Model S,1446,49063.92,40,Standard,RWD,White,554,34,17.6,843.32,4.41,8,2,2020.9,False,2363352,3,0.0273,1.85,73.04
2017,Q1,Europe,Cybertruck,2839,118344.53,38,Standard,RWD,Blue,513,65,14.4,5092.01,3.65,6,3,2024.3,True,2861473,4,0.0764,1.11,65.35
2013,Q1,North America,Semi,2369,48602.75,37,Performance,RWD,Silver,407,48,14.32,1216.91,3.63,6,3,2024.10,True,4969484,3,0.0356,0.84,69.64
2012,Q1,Europe,Semi,300,44186.17,19,Standard,AWD,Red,667,87,19.07,331.64,3.96,8,3,2022.10,False,4661382,3,0.0722,0.79,65.6
2024,Q1,Europe,Semi,3208,73850.28,42,Long Range,AWD,Blue,509,47,21.33,5304.2,4.99,6,1,2021.12,True,4795493,12,0.0123,0.69,65.72
2020,Q3,Europe,Model 3,888,65540.83,53,Performance,AWD,Black,498,41,19.52,2102.94,4.96,5,1,2022.7,True,3397273,9,0.085,1.76,89.97
2014,Q1,Europe,Model X,2072,114669.97,48,Long Range,AWD,Black,624,57,18.29,1199.09,4.17,8,0,2022.3,True,4590111,9,0.0676,2.32,72.8
2018,Q4,Asia,Model S,4466,94568.0,57,Long Range,RWD,Black,388,32,18.39,5252.38,4.69,4,0,2021.4,True,3206896,3,0.0117,1.85,84.12
2021,Q4,Europe,Model X,3834,103367.79,8,Long Range,RWD,Black,571,52,16.47,2413.36,4.62,5,1,2023.7,True,4973194,10,0.0387,0.87,76.67
2013,Q2,South America,Cybertruck,1612,112166.03,41,Standard,AWD,Blue,631,71,18.12,874.81,4.83,4,2,2021.11,True,3055153,9,0.0796,0.96,75.63
2021,Q3,South America,Model 3,629,104752.58,46,Long Range,AWD,Green,391,71,15.29,628.3,4.56,4,2,2020.8,True,4257547,9,0.0437,1.95,76.55
2024,Q3,South America,Model X,4783,86800.84,50,Long Range,AWD,White,583,54,19.05,9129.31,4.12,4,1,2024.1,False,4955334,7,0.0166,2.06,67.72
2016,Q3,Asia,Semi,1453,48845.08,23,Performance,RWD,White,401,42,22.81,3122.4,4.56,6,0,2022.5,True,4980786,8,0.0287,1.88,63.29
2023,Q1,North America,Cybertruck,3414,77320.16,21,Standard,AWD,Blue,467,55,22.08,6719.67,3.51,6,0,2022.2,False,2091044,9,0.0895,2.31,64.22
2016,Q2,Australia,Semi,4038,106678.64,50,Long Range,AWD,Green,451,86,24.47,7498.0,3.82,4,1,2024.2,False,629558,10,0.0834,1.81,77.11
2015,Q3,Asia,Semi,3680,98046.5,54,Performance,RWD,Black,411,34,23.84,5087.5,3.98,8,1,2023.4,True,835509,6,0.0646,2.41,67.16
2013,Q1,South America,Cybertruck,3349,48767.78,15,Standard,RWD,Green,521,80,24.65,7626.48,4.51,4,0,2021.9,True,4373419,2,0.0319,1.33,76.41
2017,Q1,North America,Model S,1106,40756.39,9,Long Range,AWD,Green,479,31,19.53,1543.4,3.7,6,3,2020.7,False,4570782,9,0.0677,1.76,65.51
2013,Q3,South America,Cybertruck,4751,75651.02,58,Standard,AWD,Green,415,31,16.36,8496.95,4.5,6,1,2021.5,False,1188080,3,0.0139,1.22,86.12
2024,Q1,Asia,Model Y,65,40579.04,40,Long Range,AWD,Black,412,45,17.03,75.91,4.62,6,1,2020.12,False,1330954,12,0.0713,1.86,77.9
2017,Q4,Australia,Model 3,747,76575.31,50,Standard,RWD,Green,633,87,23.19,1051.71,4.14,8,2,2020.4,False,3998347,12,0.0169,2.08,78.19
2013,Q2,South America,Model Y,1366,38546.18,32,Long Range,AWD,Red,490,53,14.4,1373.96,4.01,8,0,2023.12,True,2453418,3,0.0585,2.3,60.92
2021,Q4,Asia,Semi,378,56077.88,40,Standard,RWD,Blue,513,62,16.98,334.69,4.35,6,1,2023.12,True,376557,7,0.091,2.15,78.03
2024,Q2,South America,Model 3,3720,41897.77,36,Long Range,RWD,Red,560,44,19.2,8164.95,4.84,4,1,2020.12,False,726657,7,0.0277,1.62,68.37
2012,Q3,Asia,Semi,2902,96114.02,48,Standard,RWD,White,494,89,22.11,1660.01,4.64,8,3,2023.12,True,1236020,3,0.0786,0.56,61.16
2024,Q2,North America,Model X,227,100367.42,39,Long Range,RWD,Red,413,80,15.09,296.25,4.53,6,3,2024.12,True,2444520,3,0.0948,0.55,80.82
2016,Q4,Australia,Model Y,720,79354.42,16,Long Range,AWD,Blue,414,79,16.51,1546.16,4.94,4,2,2024.9,False,4042804,3,0.0203,0.53,63.52
2019,Q4,North America,Model 3,2034,48347.56,29,Standard,RWD,Green,500,44,22.43,1135.58,3.87,6,3,2023.9,False,2250562,11,0.083,1.86,82.64
2022,Q1,Asia,Model 3,4255,118522.04,51,Long Range,RWD,Silver,654,86,21.89,10071.57,4.36,6,3,2024.3,False,4018453,2,0.0354,1.55,63.16
2022,Q2,North America,Model S,4241,71210.43,18,Standard,AWD,Black,392,82,16.17,5150.89,4.07,6,0,2024.2,True,3989935,7,0.0635,2.3,74.24
2012,Q2,Asia,Model 3,3820,58019.01,46,Standard,RWD,Blue,699,60,16.55,9339.94,4.69,6,1,2023.3,False,866799,12,0.0705,0.91,62.19
2017,Q3,North America,Semi,594,44651.12,53,Standard,AWD,Red,544,30,18.87,591.44,4.1,5,0,2020.6,True,1580893,3,0.098,1.12,64.92
2018,Q4,Europe,Semi,3044,104385.68,35,Long Range,AWD,White,567,37,14.48,4014.17,4.94,6,2,2022.12,True,3565225,3,0.0581,2.2,69.88
2015,Q4,Asia,Cybertruck,1313,69125.47,8,Performance,RWD,Red,623,36,16.24,2263.72,4.73,6,0,2021.4,True,1734550,7,0.06,1.69,84.76
2020,Q1,Europe,Semi,2780,109451.09,10,Performance,AWD,White,364,89,22.67,3147.81,4.81,4,3,2021.6,False,2572041,4,0.0422,1.06,81.04
2019,Q4,Australia,Model X,2386,101181.42,17,Performance,RWD,White,650,45,13.41,3231.3,4.71,4,3,2020.7,True,3373021,6,0.0592,0.75,82.25
2019,Q3,Asia,Model 3,4120,74324.15,14,Performance,RWD,Green,498,71,22.65,2230.55,3.65,4,0,2022.1,False,1418353,7,0.0328,2.46,81.93
2021,Q4,North America,Model S,3606,40137.96,53,Performance,AWD,Black,673,77,16.03,2027.16,4.35,8,1,2022.11,True,4100729,6,0.0281,1.87,83.22
2015,Q2,Asia,Model S,1943,98709.15,44,Performance,RWD,Black,695,70,20.17,4602.66,3.89,6,1,2023.9,False,1402701,12,0.0932,1.35,83.59
2019,Q3,South America,Model Y,2200,63570.48,51,Long Range,RWD,Green,669,52,23.11,4325.4,4.81,5,3,2021.12,True,4235680,6,0.0713,2.23,84.03
2019,Q1,South America,Model 3,1137,107250.55,59,Performance,RWD,Red,432,43,20.2,1043.01,4.79,5,3,2023.2,False,3528046,6,0.0739,2.03,68.3
2012,Q3,Australia,Model X,3053,43440.43,10,Performance,RWD,Black,608,35,24.48,7417.71,4.03,5,1,2024.12,True,417601,9,0.0797,1.08,79.09
2021,Q3,Europe,Cybertruck,1154,72600.04,59,Long Range,RWD,Blue,489,41,15.48,1062.13,4.55,5,1,2023.4,True,3794895,10,0.0967,1.72,83.09
2021,Q2,North America,Model X,1030,38490.47,8,Long Range,AWD,Blue,575,78,14.98,1045.37,4.84,6,3,2024.11,False,2979526,5,0.0887,0.64,87.08
2019,Q2,North America,Model S,2967,50428.79,35,Performance,AWD,Red,634,59,15.66,5431.19,4.35,6,0,2023.10,True,2054032,9,0.0504,2.16,66.83
2014,Q4,Europe,Model X,751,98076.53,33,Long Range,AWD,Black,700,74,18.45,1746.0,4.06,4,1,2023.9,True,102170,11,0.0153,0.8,60.83
2022,Q4,North America,Model 3,1043,79407.97,54,Long Range,RWD,Black,475,68,24.95,1981.02,4.36,4,1,2021.4,True,2850226,11,0.0916,2.29,75.48
2019,Q3,North America,Model Y,3005,72865.78,39,Standard,AWD,Black,450,30,22.83,4812.8,4.31,8,0,2024.5,True,3999502,7,0.0111,2.41,82.03
2013,Q2,North America,Model S,3684,78625.13,34,Long Range,RWD,Green,528,63,21.41,5412.49,4.01,6,0,2024.6,True,2647291,7,0.0139,1.74,87.26
2014,Q2,Australia,Model Y,2436,92558.14,8,Long Range,AWD,Silver,569,51,14.25,5657.72,3.93,5,0,2022.4,False,2817512,2,0.0714,1.88,87.2
2014,Q1,Australia,Model Y,2186,91303.92,59,Long Range,AWD,Silver,496,36,18.11,4935.2,4.92,8,3,2022.1,False,4763334,12,0.0604,2.25,72.58
2020,Q3,South America,Model X,3707,58012.31,4,Standard,AWD,Blue,680,81,24.25,5247.11,3.73,8,2,2020.9,False,2080970,12,0.0621,1.58,86.78
2015,Q4,Australia,Model S,643,117196.3,17,Performance,AWD,Red,570,77,16.19,1190.56,4.4,5,2,2021.8,True,2368340,9,0.0102,0.58,78.85
2015,Q4,Asia,Model S,4219,106230.24,23,Long Range,AWD,Blue,651,38,22.08,9144.09,4.66,5,1,2023.4,False,4263403,3,0.0227,1.28,74.51
2014,Q1,Europe,Model 3,89,37283.43,49,Long Range,RWD,Green,609,85,19.91,184.71,3.67,5,1,2022.3,False,3357799,8,0.0118,1.66,83.53
2012,Q3,Australia,Cybertruck,1793,69617.47,38,Standard,AWD,Red,453,87,23.92,1158.9,4.87,5,3,2022.11,True,1148658,11,0.0564,1.37,88.09
2016,Q4,Australia,Model S,4132,103107.79,27,Standard,AWD,Blue,489,90,17.53,8938.06,4.68,5,3,2020.1,False,765592,12,0.0539,1.12,88.5
2015,Q4,South America,Model Y,725,91126.99,40,Long Range,AWD,Silver,584,57,15.24,477.54,4.04,8,3,2022.1,False,2238815,7,0.085,1.37,63.66
2014,Q3,South America,Semi,4141,61146.52,17,Standard,RWD,Silver,535,86,15.81,2596.57,3.66,8,1,2023.4,False,4897893,4,0.0174,0.82,66.15
2015,Q2,North America,Model X,4663,101765.84,0,Long Range,AWD,Black,420,72,21.35,5031.08,3.91,6,2,2023.8,False,696188,7,0.0847,1.83,63.31
2019,Q4,Australia,Model S,2480,61830.31,35,Performance,AWD,Silver,393,87,14.18,4640.69,4.61,6,3,2023.8,False,3451236,7,0.0835,1.94,71.55
2016,Q4,Australia,Model S,4655,64987.03,0,Performance,RWD,Green,421,67,18.23,5395.45,3.98,5,0,2023.6,True,2511876,11,0.0661,1.54,75.88
2021,Q4,Europe,Model Y,3003,60422.33,17,Standard,AWD,Red,570,34,21.24,4828.89,4.54,8,1,2024.9,False,2047495,12,0.0574,2.07,68.27
2012,Q4,Australia,Model 3,2550,70265.27,27,Standard,AWD,Black,433,81,23.4,2585.41,3.58,4,1,2024.4,True,266247,3,0.0198,0.72,86.07
2016,Q1,Australia,Model X,2111,77650.24,20,Long Range,RWD,White,540,38,21.36,2556.33,4.35,4,2,2020.5,True,3556678,11,0.0512,1.01,73.64
2020,Q2,Asia,Model S,3761,116399.9,56,Performance,AWD,Green,606,59,21.55,2549.9,3.86,6,3,2023.10,False,2175700,12,0.0988,2.12,76.28
2024,Q3,South America,Model Y,2100,40804.8,41,Performance,AWD,White,699,54,23.85,3958.5,4.4,4,3,2021.5,False,2671266,12,0.0523,1.91,65.04
2015,Q4,South America,Model X,1175,71687.21,55,Long Range,AWD,Blue,652,59,15.29,1718.76,4.59,4,0,2020.3,False,746579,11,0.0783,1.86,89.9
2017,Q2,North America,Model 3,4473,116184.14,29,Standard,AWD,Black,413,79,23.33,5504.75,3.61,4,2,2022.12,False,1538829,6,0.0834,1.95,72.51
2014,Q2,North America,Model S,3250,63609.44,26,Standard,AWD,Silver,458,73,17.23,5017.5,3.93,5,3,2021.6,True,4616929,3,0.0959,0.53,61.61
2019,Q3,Asia,Cybertruck,4367,106245.65,4,Performance,RWD,Black,381,39,23.61,6805.7,3.78,6,0,2023.5,False,221489,11,0.0291,2.23,88.25
2020,Q1,South America,Semi,4678,86688.62,29,Standard,AWD,White,488,30,16.63,9709.05,3.63,4,3,2023.2,True,2076436,12,0.0396,1.88,88.16
2014,Q4,Australia,Semi,1857,76609.1,22,Long Range,RWD,Blue,553,34,18.25,2576.82,4.21,5,2,2022.5,True,2516762,9,0.0944,0.86,71.69
2018,Q1,Asia,Semi,2073,84308.31,51,Performance,AWD,Silver,486,41,18.55,1247.96,3.71,4,2,2020.11,True,1842264,6,0.0847,0.95,67.49
2012,Q4,Europe,Model Y,4470,117656.79,41,Long Range,AWD,White,578,60,15.27,8536.41,4.75,4,1,2024.10,True,1954279,9,0.0927,1.88,63.29
2019,Q3,South America,Model 3,4697,94229.49,23,Long Range,RWD,Green,394,90,16.45,4046.56,4.68,4,3,2021.3,True,3384947,12,0.0749,1.15,62.67
2012,Q3,Asia,Model 3,3276,56350.77,13,Long Range,RWD,White,478,43,22.88,6543.8,4.35,8,0,2022.3,True,162541,12,0.0151,1.76,64.95
2019,Q4,South America,Model 3,2664,48362.9,32,Standard,RWD,Silver,513,72,18.79,1632.38,4.87,5,2,2021.1,True,465726,11,0.0139,0.62,72.69
2022,Q2,Asia,Cybertruck,3524,89858.04,30,Long Range,RWD,White,556,53,19.62,2611.96,3.75,6,3,2020.4,False,2400304,8,0.0674,0.94,81.35
2018,Q3,Australia,Cybertruck,2385,114753.33,49,Standard,RWD,White,560,77,15.41,1770.09,3.97,5,2,2020.9,False,1007859,9,0.0456,1.85,70.77
2021,Q3,South America,Model Y,2730,102070.88,0,Standard,AWD,Green,462,58,21.93,2202.82,4.35,8,2,2024.5,True,840510,2,0.0608,0.87,86.62
2017,Q1,Asia,Model X,2942,75796.36,37,Performance,RWD,Green,451,59,20.69,2823.45,4.09,4,2,2020.5,True,3704112,6,0.0293,0.87,85.39
2012,Q1,Europe,Model Y,1321,50209.72,35,Standard,AWD,Red,667,79,15.4,2347.08,3.72,5,1,2021.10,False,376298,3,0.0745,1.85,88.33
2016,Q4,Europe,Cybertruck,2182,37174.06,51,Long Range,RWD,Black,658,33,24.05,3132.64,4.9,6,3,2023.8,True,521925,9,0.0555,1.12,71.98
2018,Q4,South America,Model X,4653,53868.39,59,Performance,AWD,Green,639,70,16.71,7147.38,4.26,6,0,2024.6,False,4959364,4,0.0401,1.77,64.96
2019,Q2,Australia,Model Y,4683,98816.4,9,Standard,AWD,White,579,77,22.78,6910.62,4.45,6,3,2024.12,True,4072648,2,0.0755,1.04,65.31
2024,Q2,Asia,Semi,2109,109395.28,27,Long Range,RWD,Red,373,52,14.2,5088.65,4.4,8,0,2024.1,False,4405049,8,0.0252,2.13,71.58
2023,Q4,South America,Model 3,2276,117608.38,38,Long Range,AWD,Black,698,89,22.56,4096.85,4.86,6,0,2024.7,False,3598787,3,0.0307,1.1,61.41
2020,Q2,Europe,Model S,4510,56043.79,1,Standard,RWD,Silver,447,47,18.63,7537.27,4.71,5,3,2023.10,True,4722411,2,0.0182,1.85,64.73
2024,Q1,North America,Model Y,1811,43143.02,48,Long Range,AWD,Red,353,70,14.84,3006.04,4.05,5,0,2021.4,False,1919077,12,0.016,2.04,77.81
2014,Q1,Europe,Model Y,422,50605.23,7,Performance,RWD,Blue,445,32,23.0,365.39,4.02,4,1,2020.11,False,4176509,12,0.0388,2.31,80.92
2012,Q1,North America,Semi,911,90773.46,40,Performance,AWD,Blue,542,85,17.11,2203.68,3.82,5,2,2022.9,True,2257370,5,0.0806,1.52,83.34
2013,Q3,North America,Model X,2382,96096.53,19,Long Range,AWD,Red,588,70,13.7,4599.79,4.33,4,1,2023.3,True,378323,6,0.0148,1.75,79.7
2023,Q1,South America,Semi,1705,59057.74,45,Performance,AWD,Black,454,40,14.36,3123.78,3.52,6,1,2021.5,True,4683405,5,0.0225,1.97,70.51
2023,Q4,Australia,Model 3,3006,47542.21,55,Standard,AWD,Red,462,37,14.18,4312.54,4.02,6,1,2024.12,True,1504800,8,0.0545,0.55,82.48
2013,Q4,Australia,Cybertruck,957,44599.88,27,Long Range,RWD,Green,419,90,20.17,822.1,3.64,5,3,2022.3,False,3811317,5,0.0802,0.84,61.22
2021,Q3,North America,Model Y,2818,52740.84,54,Standard,RWD,Green,356,53,22.5,1846.37,4.28,4,0,2022.1,False,2804083,7,0.0102,1.02,69.6
2020,Q3,Australia,Model Y,3708,40294.2,50,Long Range,RWD,Blue,581,69,18.91,7296.13,4.34,5,0,2023.7,False,2567218,2,0.0406,1.52,69.66
2023,Q1,North America,Model Y,1388,72558.61,29,Performance,RWD,Black,420,65,15.25,765.62,4.77,5,1,2020.6,True,854898,4,0.0157,0.89,60.83
2015,Q4,South America,Model S,647,110292.57,38,Standard,RWD,Red,441,49,13.5,730.85,3.6,8,2,2023.2,True,3966211,2,0.0701,1.04,70.55
2024,Q4,South America,Model Y,4229,82272.81,60,Standard,AWD,Black,480,83,13.67,8358.84,4.41,6,2,2024.11,True,2167394,10,0.0984,1.54,77.33
2013,Q1,Asia,Model X,3383,77487.04,44,Long Range,RWD,Blue,563,87,13.85,7513.72,3.69,8,0,2020.8,True,4866778,4,0.0811,1.4,69.19
2013,Q4,Australia,Model S,1106,110166.35,42,Standard,AWD,White,529,44,16.66,1669.62,3.74,8,1,2022.4,True,597601,11,0.0926,1.77,79.33
2014,Q3,South America,Cybertruck,4601,75315.61,15,Long Range,RWD,Black,584,40,20.43,10365.2,3.79,6,3,2020.3,False,351766,11,0.0318,1.51,79.98
2015,Q3,Australia,Model X,4422,59309.8,8,Performance,RWD,Black,649,65,15.79,8603.77,4.09,6,1,2021.10,True,4739518,10,0.0475,1.41,64.98
2014,Q4,Europe,Model X,1899,105587.05,54,Long Range,AWD,Blue,672,40,13.68,1345.86,4.14,5,2,2020.2,False,1217300,3,0.0437,1.88,67.66
2023,Q3,Europe,Model Y,1784,69097.88,51,Performance,RWD,Black,461,42,17.37,1006.73,3.91,6,2,2020.12,False,1806123,6,0.0884,2.37,62.52
2013,Q4,Asia,Model X,4767,57523.02,36,Long Range,RWD,Green,497,40,22.18,3156.26,4.33,6,1,2022.7,True,4341843,3,0.0909,0.65,78.72
2013,Q4,Asia,Model Y,1472,111676.41,42,Long Range,RWD,Black,650,68,23.54,3652.61,3.76,8,1,2022.4,False,3242852,12,0.0613,0.74,67.2
